,cases,controls,case_samples,control_samples
0,1.0309278350515465,0.0,JKLR,101086
1,6.741573033707866,3.225806451612903,FLAB,102801
2,25.581395348837212,2.803738317757009,JGLR,100626
3,0.0,5.6818181818181825,JFGH,101425
4,8.421052631578947,1.0309278350515465,GKHG,145355
5,7.317073170731708,5.172413793103448,JHPP,100296
6,0.0,1.941747572815534,WHPA,101599
7,38.70967741935484,0.0,HKLP,106732
8,15.151515151515152,4.545454545454545,FQTR,106853
9,0.0,2.2388059701492535,JUTM,109195
10,9.859154929577466,4.545454545454545,TFLK,109286
11,4.285714285714286,1.6949152542372883,JQRT,109336
12,1.8518518518518516,0.819672131147541,WQHT,110164
13,64.86486486486487,3.0927835051546397,QWID,113493
14,7.142857142857143,0.684931506849315,QWER,114250
15,4.166666666666666,0.0,POIU,121203
16,6.756756756756756,0.8403361344537815,ASDF,121274
17,33.333333333333336,32.25806451612903,GFUR,123154
18,20.0,1.574803149606299,ZXCV,123874
19,17.39130434782609,0.8403361344537815,HJKL,124110
20,25.333333333333332,266.6666666666667,REWQ,127216
21,9.09090909090909,3.3333333333333335,SDFG,128141
22,23.943661971830988,166.66666666666669,XCVB,129125
23,0.0,25.0,JGIS,129499
24,32.20338983050848,1.5384615384615383,WWZX,130752
25,0.0,20.0,KRUK,131004
26,,13.75,,139606
27,,2.7777777777777777,,103971
28,,0.0,,101997
29,,5.434782608695652,,102073
30,,5.555555555555555,,106401
31,,0.6802721088435374,,106136
32,,0.0,,109837
33,,5.555555555555555,,121624
34,,4.225352112676057,,102060
35,,0.0,,103782
36,,0.6993006993006994,,114482
37,,16.666666666666664,,109604
38,,2.142857142857143,,101968
39,,1.6,,102919
40,,0.0,,100654
